sentences,label
mulai dari staf sampai pelayan nya galak parah .,2
"koneksi wifi sangat bagus . akan tetapi , air panas tidak berfungsi . ",3
"lumayan lah , kamar besar , pelayanannya oke , cuma wifinya susah sambung , sarapan nya kurang bervariasi . ",3
"bersih , nyaman . air panas nya saja yang belum ada . ",3
"pelayanan baik , sayang tidak bisa sinyal hp . ",3
"pelayanannya baik , kamarnya bersih , tempatnya strategis banget dan mudah di jangkau , pastinya , inap di airy irit bengett . ",1
"tidak ada air panas , ketika datang tidak ada handuk , tidak ada tisu toilet , perlengkapan airy room juga tidak tersedia . harus di minta dulu . baru di antar . ",2
"dapat kamarnya di pojok , kurang nyaman rasanya , tetapi pelayanan oke punya , hanya posisi kamar jangan di pojok . ",2
lumayan . cocok buat salesman . sayang tidak ada air panas dan wifi .,3
pelayanannya ramah fasilitasnya cukup baik . tingkatkan terus iya . next time kembali lagi .,1
"ekonomis , dekat ke plaza semanggi , dekat ke jalan tol , dekat ke pasar benhil . ",1
"pegawainya ramah , kamarnya bersih , nyaman , akses ke alunalun juga dekat , recomended banget pokoknya . ",1
dekat tempat jajanan . pokoknya nyaman deh .,1
saya batal menginap karena listrik mati . pelayanan kurang ramah .,2
kualitas kamar mandi kurang baik . lainlain sih oke !,3
"bangunan bersih , kamar bersih dan wangi . ",1
"kamarnya bagus , kamad mandinya luas . ",1
pemandangan dan suasana oke tetapi tempat tidurnya tidak nyaman . bangun tidur badan pegal jadi sering kebangun . pesan 2 kamar yang satu air panas tidak berfungsi dan lampu tidur mati 1 . kolam renang kotor seperti tidak terurus . over all oke . servicenya cepat dan ramah .,3
"kamar bersih , dekat minimarket , penjaga ramah dan sopan . tempat lumayan tenang . ",1
"pelayanan nya ramah banget dan kalau pun kurang paham mereka menjelaskan lagi sampai kita paham , sarapannya juga enak , hanya saja sedikit tidak bersih kasur nya mungkin bisa lebih baik lagi kedepan nya , ac nya dingin ada air hangat nya juga untuk shower , over all it s good not bad . ",3
menginap ke 3 kalinya . karena dipusat kota .,1
"strategi , bersih , pelayanan baik , tempat makan dekat , cuma tidak ada gantungan pakaian . ",3
hotelnya bersih dan nyaman . tetapi menyediakan satu handuk padahal yang menginap dua orang . tetapi saran disediakan telepon untuk menghubungi resepsionis dan memudahkan untuk check out .,3
"memuaaskan bersih , nyaman , murah dan ke bandara tinggal jalan kaki . ",1
"tv kabel tidak jelas saluran nya , perlengkapan kamar kurang , kebersihan kamar kurang . ",2
tidak ada air mineral di kamar .,2
pelayanan yang sangat baik dan berkualitas .,1
"nyaman tempatnya , . ",1
perasaan aku pesan ada sarapannya . tetapi tidak datang .,2
"kalau fasilitas kamar yang untuk berdua rekomen , bagus semua dari air , kasur , kamar mandinya bagus . tetapi kalau yang kamar sendiri kamar mandinya kurang bagus , banyak bekas bekas karatan yang tidak dibersihkan . ",3
"lampu di atas ranjang lepas kena jidat saya , makanannya kenapa dibedakan antara yang saur dan tidak , yang saur dikasih prasmanan , yang tidak saur dikasih piring terbang . ",2
baguus banget . sesuai sama yang difoto .,1
sayang tidak ada breakfastnya . hihihj .,2
"kebersihannya kurang , saat masuk banyak hewannya , terutama di kamar mandi . kemudian tempat sampah ada 2 belum dibersihkan , tisu kamar mandi juga kotor belum diganti . ",2
"mantap , lumayan bersih , ada kulkasnya cuma kulkasnya kotor , cuma tetap saya masukkan minum tetapi ditutupin plastik , dekat tempat kuliner , dapat hadiah pemandangan gedung gedung tinggi : ) . ",1
"kamarnya nyaman dan bagus , mbak recept nya juga ramah . tetapi sayangnya room saya 308 lantai 3 agak berisik di sebelah karena bersampingan dengan dapurnya pizza hut . selebihnya memuaskan . ",3
hotel kurang nyaman karena pada malam hari tamu lain sangat berisik . tidak kedap suara .,2
mantap hotelnya baik dengan harga airy room .,1
over all suka . semoga sering diskon . terimakasih airy rooms .,1
"sempit , aqua cma 1 botol , chiki tidak ada , sabun , pasta gigi , keset juga tidak ada . ",2
"bersih , ramah gratis ke bandara , senang deh . ",1
": harga murah : no pemandangan , tidak ada jendela keluar . ",3
tempat nyaman dan parkiran luas . tolong perbaiki dispenser yang di lantai 2 .,3
"bersih , rapi , air panasnya mantap . ",1
"semua fasilitas kamar sudah memuaskan , cuma air shower nya saja kurang kencang . ",3
"dapat potongan harga dari airy , terimakasih airy . ",1
"pemandangan indah , kebersihan lumayan , hanya saja bangunan dan interior lama sudah banyak yang retak , rusak , pintu kamar mandi susah ditutup , pintu kamar berderit . sarapan standar sekali , kurang variasi . ",3
"kamar kurang bagus mungkin karena bangunan lama , toilet tidak bersih pintu toilet jasul banget , air keran netes terus , kurang bersih iya . ",2
acnya tidak dingin dan tidak ada tissunya sama laundrynya kebetulan troble jadi handuknya cuma dapat 1 .,2
"kami datang pagi pagi , tetapi tetap dilayani dengan baik . kondisi kamar dan fasilitas lainnya cukup bersih dan berfungsi dengan baik . ",1
"kamar bersih , wangi , staf ramah dan sangat membantu , kamar luas , wifi cepat , harga terjangkau . terimakasih airy . ",1
air nya bau pas di toilet nya . sandal nya tidak ada .,2
"pelayanan oke , breakfast tidak kalah oke . ",1
"petugas ramah , fasilitas lumayan lengkap . kebersihan kurang begitu baik . perlu lebih teliti lagi . ",3
tempatnya enak buat istirahat dan singgah untuk menginap harian . mantap .,1
sarapan enak tetapi lampu terlalu redup dan tvnya buram .,3
"suka banget , kamarnya beesih , staf ramah dan helpful . ",1
"tempatnya nyaman , sarapan paginya sangat oke dan resepsionisnya sangat ramah . sebagai masukan mungkin . ",1
"hotel yang sudah agak tua , dan sedikit menyeramkan . tetapi harga sangat murah . ",3
"kamarnya bau , air hangatnya tidak nyala , acnya berisik , pembuangan kamar mandinya buntu . plusnya dekat tempat makan , busway . ",3
sangat baik semua nya . hanya tidak ada air panas untuk mandi . sedang di perbaiki .,3
kamar sempit dibanding airy lain . tetapi untuk pelayanan bagus .,3
tv iya masih buremm . airy kapan di perbaiki .,2
"datang sampai bandung sekitar jam 12 malam . ternyata pas ketempat ini , gerbang di kunci , nmer tlfon tidak . ",2
suasana hangat . pertahankan ciri khas orientalnya iya .,1
sedikit saran mohon pihak management prepare genset .,2
"kamarnya minimalis , tidak besar tetapi cukuplah . ac nya dingin banget . wifi nya oke banget . ",1
"kamar yang nyaman , pelayanan yang ramah dan sopan . ",1
ac nya per 30 menit mati . alhasil saya tidak nyenyak tidur karena jagain ac supaya tetap on . supaya anak istri bisa tidur . kamar mandi nya agak seram . begitu saja ! think again lah !,2
cukup baik . cuma remote tv tidak berfungsi .,3
kamar cukup luas . kamar mandi kotor .,3
"kamar berbeda sekali dengan yang tampak di foto , sempit , jendela kecil banget tanpa kursi . setelah keluhan diganti oleh pihak hotel dengan kamar non airy yang tarif sama . ",2
recommended buat traveler yang mau inap di tengah kota dengan kalau cost price .,1
nyaman enak tetapi wifi nya tidak lancar .,3
"lokasi sangat strategis , dekat dengan landmark palembang dan kuliner khas palembang di sekelilingnya . pada saat keluarga dan saya menginap di sana wifi tidak berfungsi . tidak ada shower air panas . ",3
"2 kali pindah kamar , kamar pertama toilet tidak dapat digunakan karena closet bocor , kamar kedua ac tidak dingin lalu pindah ke kamar ketiga awalnya toilet tidak keluar air dan harus tunggu 2 jam baru keluar air . ",2
"hotel yang nyaman . dekat atm , dekat toko , warung dan minimarket . ",1
nyaman tetapi beberapa fasilitas perlu di update . terutama handuk mohon di ganti karena warnanya trlihat kotor dan ada lubang . perlu di tambahkan pengharum ruangan agar lebih memorable .,3
kurang bersih kamar mandinya . seprai dan selimutnya juga warnanya sudah lusuh .,2
suasana di sekitar sangat tenang . recomended banget .,1
keseluruhan baik hanya saja ac tidak dingin . air panas kurang terasa .,3
ac nya kurang dingin bahkan cenderung panas .,2
"kamarnya bagus , nyaman bersih , mbak nya baik ramah . ",1
"pelayanan sangat memuaskan , sarapannya juga pas dan mantap . ",1
tempat nyaman dan harga terjangkau .,1
"kalau minta buku nikah itu di awal ketika check in , bukan tengah malam . ",2
"tempat bersih . sangat bagus . karena semua serba baru . sayangnya parkir mobil harus di luar , tidak boleh di dalam halaman . ",3
"baik , aman dan nyaman . ",1
pelayanan kurang mudah senyum . 1 10 : 7 .,2
"tempatnya cozy , seperti guest house , air mandinya otomatis hangat , good . ",1
lokasi terjangkau dengan stasiun . pertahankan .,1
"tempat bersih . nyman tidak berisik , cocok banget untuk santai di weekend dan liburan . ",1
"kamar jadul dan panas , ac tidak dingin , suara pompa nonstop . ",2
"tempatnya nyaman , yang paling penting tempat tidur dan handuk bersih tersedia . ",1
ada balkon tetapi tidak bisa dibuka .,2
harga ekonomis namun hotel nya sangat bagus dan nyaman . cuma letak nya yang susah di tuju dan cari m .,3
resepsionis sangat ramah dan baik .,1
sarapan yang sama selama 2 hari . petugasnya baik ramah .,3
tidak sesuai dengan di foto seprai lusuh dan kotor .,2
"tempatnya bersih , tenang cocok untuk istirahat . ",1
"hotel lama sih ( bangunan dan furniturenya ) , tetapi bersih sekali ( pelayanannya juga ramah , servicenya oke . cuma rasa makanannya berasa banget vetsinnya ( kalau pas saya , yang bakso apalagi ) . ",3
cuma kamar mandi agak menggenang airnya setelah dipakai .,2
"pelayanan bagus , kamar bagus , keren lah pokoknya . ",1
nyaman tempatnya dan bersih serta pelayanannya bagus dan memuaskan .,1
kamar mandinya klosetnya juga kotor dan kelihatan tidak pernah di sapu dipel .,2
pelayanan resepsionis yang bernama lolita dan syarif sangat tidak sopan dan tidak beretika . hotel lain yang lebih bagus masih banyak .,2
"kumuh dan kotor , kurang terawat . ",2
maaf saya mau berkomentar kamar yang saya pesan tidak sesuai dengan yang di foto pelayanan nya kurang baik pintu rusak jendela terbuka mohon untuk di perbaharui agar kami saja yang terakhir kalinya menggunakan kamar tersebut sebelum di renovasi terimakasih .,2
"semua oke , kecuali kamar mandinya dengan tata letak closet yang kurang pas . harusnya bisa mendapatkan posisi yang lebih ergonomis dan tidak menyusahkan ketika ingin buang air besar . ",3
"harga ekonomis murah meriah , depan mall . dekat masjid . dekat bandara . ",1
"snack airy tidak ada . bantal kecil airy tidak ada . kolam renang tidak bisa dipakai padahal tinggal di bandung cari staycation di bandung buat bisa main di kolam bareng anak , minta main sebentar saja tidak boleh karena ada persiapan wedding padahal weddingnya saja sore . kecewa parah . akhirnya checkout lebih awal biar bisa cari kolam renang di luar . ",2
bau pesing . tolong di perhatikan . kotor juga .,2
"kamarnya kotor , tidak ada tisu dan tempat sampah . lampu tidur dikamar juga mati , selimutnya hanya setengah badan saja . ",2
"kamar bersih , luas , sesuai dengan klaim dan foto . ",1
staf ramah hotel dengan pemandangan luar biasa ( mungkin datang saat warna padi lagi bagus bagusnya ) .,1
ac dan kulkas nya dingin banged . ada air panas pula . recommended deh buat para traveller yang mencari penginapan murah . harga kaki 5 kualitas bintang 5 .,1
"bagus , keren . ",1
pegawainya ramah . kamar studio pas untuk 2 orang . lokasi strategis . free parking dengan minta stempel di kertas parkir .,1
"pelayanannya sangat baik dan ramah , suasana sangat tenang . ",1
luas tempatnya . perlu di renovasi cat kamarnya biar tampak segar .,3
"kamarnya nyaman , fasilitas oke , recommended banget deh . terutama buat para traveller seperti kami . dengan adanya airy room semakin mudah , tidak perlu repot cari penginapan atw hotel . next time , kami pesan lagi . ",1
kamar luas dan lebih secure hanya saja kurang informatif .,3
pelayanannya ramah . kalau ada kesempatan saya mau datang kesini dengan keluarga . recomended .,1
banyak nyamuk dan kamar bau apek no wifi di room lt.2 .,2
"harga murah meriah , kualitas dan fasilitas oke sedunia . mantap . ",1
kamar cukup luas .,1
"remote tv tidak ada baterai , air panas rusak , kamar kotor , tidaka ada bath math , berantakan . sudah follow up ke deva airy tidak ada respons ulang . ",2
kamar bersih . murah . karyawan ramahramah . thank you .,1
"airy room yang di country heritage , kurang memuaskan ruangan kotor berdebu , apalagi belakang tv seperti tidak pernah dilap , mungkin jarang dipakai kali , risih berada didalam , akhirnya sama pihak hotel diganti dengan yang bukan airy room dan dikasih free , gapp nya saya tulis yang sebenarnya , supaya airy room kedepan lebih baik lagi . ",2
kamar yang bersih dan nyaman .,1
"smoking area ditambah lebih baik lagi untuk paling atas , terimakasih airyrooms sucses ahmad r . ",3
tempat bersih dan tenang dengan harga yang terjangkau .,1
pengharum ruangan .,2
"saya pesan 2 kamar , namun 1kmar tidak diberikan fasilitas airy room . shower mati , ac kurang dingin . menu sarapan sedikit , . ",2
"hotelnya dekat banget , sama tempat tempat wisata dalam kota . ",1
kotor .,2
"sebenarnya saya tidak tahu menyenangkan apa tidak , tetapi sejauh ini tidak ada keluhan dari orang tua saya yang menginap di tempat ini : ) . ",1
baik tetapi kebersihanya kurang .,3
"ramah , bagus murah , sarapan kurang mntap . ",3
sangat memuaskan saya senang sekali menginap disini .,1
lengkap ada dispenser . kompor dan alat masak . memuaskan .,1
"ac di kamar bocor dan kloset kamu mandi juga air nya terus mengucur , sarapan juga terlalu sederhana . pelayanan juga kurang memuaskan . ",2
"bagus tempatnya . , nyaman dan bersih ? ",1
sayang deh sudah tidak ada promo itu lagi sekarang : ( so far dibandingkan aplikasi sejenis airy lebih unggul sih .,1
tempat makan banyak .,1
"nyaman , bersih , dan murah . ",1
"akses baik , kamar luas , . ",1
pelayanan yang sangat baik untuk harga yang minimal .,1
"suka konsep hotelnya , minimalis , bersih , stafnya ramah . overall mantapp . hanya saja sinyal wifi tidak sampai ke kamar . ",3
semua nya bersih cuma pintu kamu nya kalau di buka agak sulit dan tempat cs nya sring tidak ada orang .,3
semua nya bagus sih makanan pas habis tidak langsung di tambahkan menu nya kurang variatif .,3
"kamar bersih . nyaman , dan fasilitas pelayanan cukup memuaskan . ketenangan dalam beristirahat sangat rekomended . ",1
nyaman . hanya kurang tempat sampah di dalam kamar .,3
pesanan hangus sebelum check in .,2
hotelnya bersih wifi kencang .,1
"seprai harus di cek , baru atau tidak . yang lainya bagus , khususnya pemandangan mantap . ",3
"semuanya oke , hanya saja ac kurang dingin . terima kasih . ",3
"kamar luas bersih dan staf nya ramah , dari hotelnya cukup puas , box mill ariy nya tidak ada kata pekerja hotel mereka suda email ke pusat ariy tetapi belum ada tanggapan dari ariy , tolong ariy direspon dengan cepat , jangan sampai penginap kecewa . ",3
"letak dipinggir jalan , cari makan mudah , kamar mandi oke dengan harga segitu . kurangnya beberapa sudut ruangan agak kurang terawat kalau yang ingin ke malioboro agak jauh . ",3
kamar bersih tetapi kamar mandi kotor tidak terawat .,3
"hotel yang sangat mengerti kebutuhan tamu yang akan transit kebatam , . ",1
"di hotel banyak fasilitas yang sudah kelihatan usang , kamar bau rokok , lampu redup ditambah mati satu , dan lantai masih basah habis di pel sehingga terkesan tidak profesional dalam cleaningnya . ",2
lumayan oke lah buat traveller .,1
ac harus lama dulu baru dingin . handuk 1 saja .,2
pelayanan bagus dapat complimentary snacks .,1
nyaman pelayanan sigap berasa di rumah . hanya saja soal privasi kurang karena penjaga rumah nya sering masuk kamar tanpa diminta di saat tamu tidak ada .,3
tv tidak bisa di pakai sinyal parabola nya lemah .,2
baik cuma air menggenang di kamar mandi .,3
waktu itu terpaksa menginap di sini tidak bisa bapak .,2
"lmpunya ada beberapa yang tidak nyala , tetapi kamar bagus luas dan oke . ",3
telepon bantuan di nomor yang diberikan tidak diangkat . turun ke keamanan diminta bayar token listriknya untuk dinyalakan kembali . setelah keluhan akhirnya pihak marketing yang menyalakan kembali . all in all mengecewakan .,2
"kamarnya memang tidak terlalu besar , tetapi nyenyak sekali tidur disini buat malas keluar kamar . ",3
"tempat sangat nyaman dan pelayanan yang sangat baik , sangat memuaskan . ",1
"fasilitas tv tidak ada chanelnya , tidak ada selimut , tidur tidak nyenyak karena banyak nyamuk . mohon fasilitasnya diperbaiki . terimakasih . ",2
"bagus , nyaman , sangat dekat dengan stasiun kereta sawah besar . makanannya standar tetapi . siaran tv nya juga bisa di tambah seharusnya . staf ramah dan membantu . no deposit . ",1
perlu ditambah lift untuk mmudahkan .,1
"bersih , rapi , pelayanan ramah . ada bonus snack lagi . he . ",1
overall baik .,1
enaakkmuraahh dan baguss .,1
nyaman . hampir sempurna .,1
baik keseluruhan .,1
bagus tempat dan sunyi dan tidak jauh dari malioboro trjangkau .,1
wifinya tersendattersendat : ( .,2
"tempatnya sangat nyaman , enak kalau buat nyatai . ",1
"besrsih , nyaman dan penjaganya ramah . ",1
"wenak rek , kamar mandinya bersih , tempat tidurnya rapi , dekat ayam geprek lagi : ) . ",1
"waktu menginap tidak dapat snack dan air minum , wifi pun tidak free . ",2
keran kamar mandi rusak sudah lapor . tidak ada perbaikan .,2
"sangat baik , pelayanan ramah . ",1
kebersihan kamar tolong diperbaiki lagi iya .,2
kamar kotor . tidak ada perlengkapan snack dan mandi dari airy .,2
"rekomen banget di hotel ini , bersih dan nyaman . ",1
"sangat berkesan karena pelayanan baik , komplit , plus bisa pesan makanan jadi tidak perlu jauh "" keluar . ",1
kamar enak tidak ada masalah tetapi kamar mandi lantai 1 nomor 1 banyak kecoak .,3
dipindah ke unit lain di vandhela lolasi lebih jauh dan fasilitas tidak sesuai sama yang sebelumnya .,2
nyaman pokoknya . kalau ke bangka ingin menginap disini lagi .,1
"harga sangat terjangkau dan fasilitas yang di dapat juga baik . sebanding dengan harganya . terima kasih , d'amancu ! ",1
baik sangat nyaman sekali . promo di airi menyenangkan .,1
"bagus , bersih dan pelayanan baik . ",1
"baik , pelayanan baik tetapi sayang tidak ada bantal dan makanan seperti yang tercantum di airy rooms . ",2
"tempatnya bersih , bagus , pegawai sangat ramah , sarapannya enak . ",1
"air dikamar mati , mandi dikamar lain . petugas malam kurang ramah dan tidak ringan tangan . ",2
sangat nyaman terima kasih pegawainya ramah bersih dan dekat kemana mana pokonya betah .,1
fasilitasnya lengkap dengan harga terjangkau .,1
pelayanan sesuai dengan harga .,1
"ac tidak bekerja dengan baik , saya bhkn upgrade ke suite room , ruangan tetap tidak dingin . membuat saya tidak bisa istirahat . ",2
"staf nya ramahramah . kamar bagus nyaman , bersih , dan kamar mandinya bersih juga . ",2
"airy progo adalah bangunan yang sama dengan hotel progo . sedang renovasi sehingga berisik . breakfast siap jam 7 , tidak ada perlakuan khusus jika check out seblm breakfast . termasuk kami yang harus segera brkt seblm jam 6pagi . ",2
murah sih tetapi kamarnya ada yang bocor dan perabotan kotor .,3
"pelayanannya bagus ramah , sampai mau begadang menunggui smpai tengah malam waktu keluar . hanya waktu checkin front desk ketiduran , mungkin lagi rangkap shift jadi kecapekan . ",3
"banyak furniture tidak jauh dari pusat kota , lobi bawah banyak kuliner , lengkap walau tidak ada air panas untuk shower nya tetapi overall oke lah dengan harga segitu ) . ",3
"kamar panas , ac rusak , kamar mandi bocor , tidak nyaman banget , untung cuma transit saja . ",2
kasurnya berdebu .,2
kamar bagus .,1
"ada renovasi gedebak gedebuk , buat tidak bisa tidur . tidak bisa istirahat . ",2
"semua fasilitas berjalan baik , hanya saja tidak ada camilan seperti biasanya , yang di sediakan oleh airyroom . terimakasih airyroom , berkat airy tidur lebihnyaman dan harga terjangkau . ",3
"nyaman , bersih . semoga cepat selesai renovasinya . ",1
baik . hanya saja di kamar saya terdapat senyum sehingga breakfast mealnya tidak dapat saya makan .,1
"proses check in dan check out cepat . penjaganya ramah . lokasi strategis , banyak jajanan diluar komplek . dekat dengan pusat hiburan bsd . ",1
"sangat baik sekali , suasana tenang , tempatnya bersih , kamar tidur empuk , ac dingin , kamar mandi bersih , harga sangat terjangkau , lokasi ditengah kota . sangat puas , recomended sekali ! ",1
mudah akses kemanakemana . nyaman .,1
kurang bersih . tidak dapat sandal . resepsionis suka ngerokok .,2
"fasilitasnya lengkap ada tv , wifi , dan hot water dan dapat snack . ",2
"ketika datang airy nya belum disiapkan , sampai checkout juga belum dikasih fasilitas airynya . ",1
"kamarnya rapi , cs nya ramah . air showernya yang kecil banget . bahkan lebih kencang air untuk flush toilet dan wastafel daripada air showernya . ",1
"kamar luas dan bersih , harga murah . ",1
kamar bersih . selimut kotor dan kasar lagi . tidak ada remote ac . terus panas . tv tabung kecil 20 inc . air kencang . wifi tidak nyampe kamar . cma 1 garis . palayanan lambat ketika cek in tidak ada resepsionisnya menunggu lama baru siap .,3
breakfastnya saya minta ditukar untuk makan malam diperbolehkan ( kr saya sedang puasa ) . kolam renangnya bersih .,2
fasilitas kamar mandi perlu diremajakan lagi .,2
harga murce deh .,1
"oke , murah , bersih good kalau ke jogja akan menginap disini lagi , cuma kolam renang terpisah . ",3
"kamar 105 pintu kamar mandi nya agak susah ditutup , tolong diperhatikan iya . ",2
sejauh ini dalam hal pelayanan nya cukup baik . hanya saja kondisi seprai nya seperti kurang bersih .,3
"pintu gerbang di lock hanya penghuni bulanan yang dapat kunci . jadi kalau pulang malam , agak kesusahan , harus bangunin orangorang . tetapi suasananya sepi . ",3
overall sangat memuaskan . ini kedua kalinya saya menginap di sini . tidak pernah kecewa .,1
air di kamar mandi sering mati .,2
kamar mandi kurang baik .,2
"kamar bersih dan rapi , selimutnya tebal dan free snacknya mantap . ",1
orangorangnya ramah next kesini lagi .,1
"kolam renangnya oke . not bad lah , sesuai dengan harganya . next ke jogja lagi , insya allah balik lagi ksni . matur nuwun . ",1
"cocok buat yang ingin bacpacker suasananya nyaman , kamar juga luas dan bersih . tempat juga strategi . ",1
"sangat nyaman , bersih dan lokasinya strategis . ",1
air hangat kamar mandi tidak aktif .,2
tempat menginap yang nyaman .,2
"bagus pelayanannya , basis syariah , kalau bukan pasangan tidak bisa masuk , karyawannya ramah ramah . ",2
"kamar mandi terkesan kotor , kondisi kamar sudah tua , sarapan kurang variasi , air panas tidak ada , kloset kotor . ",2
"tempat bersih nyaman , cuma wifi sangat sangat lambat banget , terimakasih . ",3
"dekat kemanakemana bersih . semua berfungsi dengan baik . mas nya ramah . paling toiletries nya seperti sudah lama . oya , minta tolong tambahkan selimut yang tipis tidak apaapa karena biar lebih nyaman lagi . ",2
tempatnya sepi . cocok untuk istirahat . pegawai juga tidak rewel .,1
pesan kamar untuk 3 orang tetapi amenitiesnya disediakan hanya untuk 2 orang . wifi tidak jalan . disediakan minuman ringan yang tidak dijelaskan free atau tidak . dikira free ternyata bayar .,2
kamar tidak standar airy .,2
kamarnya agak sempit sehingga mau sholat agak susah karena bdn sya tinggi jadi agak susah . signal agak susah di dalam kamar .,2
"saran sih , kayaknya sebelum cust masuk kamar bisa di cek dulu kamarnya , kecoak di kamar mandi aku hitung ada 4 so farr yang lain bagus , tempat tidur nyaman , tetapi kayaknya selimut bekas belum cuci iya . hmm sesuai sih harga murah kali iya . ",2
untuk cat tembok nya ada yang ngelupas sedikit .,3
"sangat buruk , tempat hotel horor , kamar tidak nyaman , setiap lorong suram lampu redup , wifi tidak kencang di lantai 3 . ",2
"kurang memuaskan , biasa saja , bau , kotor handuknya . ",2
aman dan nyaman .,1
pelayanan baik staf nya ramah semua . tetapi lantai kamar mandinya tergenang . selebihnya bagus semua .,1
"nyaman , murah , fasilitas cukup lengkap . ",1
pelayanan bagus . mohon ac nya segera diservice supaya lebih dingin lagi .,3
agak seram iya . banyak gbrgbr anehaneh . gelapgelap . tidak bisa tidur semlman .,2
resepsionis yang baru sangat ramah buat nyaman .,1
parah . kamar mandi tidak ada air sama sekali . terpaksa tidak mandi . mau berak terpaksa beli air mineral buat cebok saja . keluhan ke pihak penginapan jawaban mereka cuma maaf tanpa kasih solusi apapubn .,2
kamar bersih dan nyaman . lokasi strategis .,1
bagus . bersih . nyaman . sore nya keliling naik becak yang ada di depan penginapan .,1
"kamar cukup luas , bersih , lokasi strategis . ",1
kamar luas dan bersih . makanan kurang .,2
alamat tidak ktemu . di telepon tidak direspon . merugikan !,2
"harga murah , kualitas kamar bagus , tidak nyesal inap di tempat ini . ",1
bagusan cuma sayang ada yang tidak berfungsi pelayanan oke .,3
"handuk kotor , seprai banyak bercak , wc juga kotor . ",2
murah recommended booking pakai airy jauh lebih murah .,1
"acnya kurang dingin , wifi juga tidak ada : ( . ",2
"nyaman , bersih , peyanan baik . fasilitas oke . ",1
"untuk kamar sebenarnya bagus , namun kebersihan kurang . seperti seprai selimut warna kusam dan kotor ( seperti tidak di ganti ) . ",3
tidak sesuai foto terlalu brusik dari luar .,2
"pelayanan cepat , kamar bersih , toilet juga bersih , namun sayang kemarin tidak ada minibar gratis seperti biasa , namun lokasi penginapan mudah dijangkau dan mudah mencari tempat makan . semoga dapat lebih baik lagi . ",3
sarapan pagi menu gudek khas yogyakarta .,1
"bersih , asri dan nyaman , tersedia mie instant , teh , kopi gratis setiap saat . penjaganya juga ramah . terimakasih airy . ",1
pelayanan ramah . cuma kamarnya saja kurang bersih .,3
pelyanannya lengkap .,1
airy yang sangat berkesan bagi saya dan keluarga . terimakasih !,1
kamar mandi kurang baik . tetapi overroll nyaman lah kamarnya .,3
"menginap 2 malam dapat kamar l lantai 3 kamarnya jelek . pintu kamar mandi engsel atas lepas , jadi pintu ngegantungngegantung dan tidak dapat ditutup sempurna . terus kamar mandi juga bau . tidak ada air panas . ",2
"kamar lumayan besar , kamar mandi sebaik a di lengkapi blower udara , jaringan wifi nya tidak terhubung sama sekali . ",3
kamar luas sekali .,1
"bagus kamarnya , bersih , sarapan enak lengkap , fasilitas oke , staf ramah , nyaman . ",1
"sudah berkali kali menginap di sini kasur&bantalnya nyaman banget buat istirahat kamar mandi bersih dengan air panas yang jos , cuma kurang luas saja keselurahan oke banget . ",3
"lagi siap pulang sudah di ketokketok sama masnya yang nanyanya kurang ramah . dan handuk cuma di kasih satu , pintu kamar mandi tidak bisa ke tutup . ",2
kamar mandi nya kotor banget . mati lampu 2kali dan lumayan lamaa .,3
"kamarnya kurang luas , selebihnya nyaman dan wifi nya lumayan buat dikamar cuma sering putusputus . dan kalau bisa sarapan nya di antar ke tiap kamar , karena kasihan buat yang terlambat akhirnya tidak kebagian sarapan . terimakasih . ",3
nyaman bersih dan luar biasa . pelayanan lebih dari hotel .,1
"seprainya kotor seperti bekas darah begitu . jijik banget , baru ktahuan malam karena di tutup sama selimut . ",2
"baik . kamar bersih , ac dingin . ",1
"pelayanan baik dan nyaman , lokasi strategis . ",1
masih perlu ditingkatkan wifi nya belum di perbiki .,2
tidak ada sandal di kamar . tetapi pelayanan dan roomy lumayan oklah .,3
dari kamar nya bagus banget . sayang pelayan nya agak lama .,3
"kamar untuk airy roomnya tidak ada ventilasi sama sekali , biarpun ada ac tetapi tidak terlalu terasa acnya menginap dipuncak terasa di jakarta panas tolong air dikolam renangnya diganti , saya langsung gatalgatal untuk viewnya bagus banget ! ",3
"pada awal saya masuk kamar bau rokok . kemudian saya masuk kamar mandi , di toilet nya ada tinja yang muncul mungkin tersumbat salurannya sehingga naik ke atas . akhirnya saya flash dan bau sekali . kemudian saya menyalakan tv , tetapi tv tidak keluar gambar . ",2
3 malam 3x pindah . disini paling nyaman .,1
"bagus , tetapi lebih nyaman kalau ac tidak terlalu jauh apalagi terbatas tembok . ",2
"toiletnya kotor , bantalnya bau , tetapi fasilitas yang lain oke . ",3
secara keseluruhan baik dan nyaman .,1
bersih dan nyaman .,1
ranjangnya sudah rusak kurang nyaman ditiduri .,2
berisik sekali mengganggu tamu yang menginap . mohon perbaikan . terimakasih .,1
resepsionis tengah malam itu mengambil charge dan disimpan ke kantong sendiri kayaknya . bahkan kita sampesampe pada ngantuk bahkan ribet prosesnya .,2
"kamar nyaman , hanya wifi tidak sampai dikamar , mungkin bisa diletakkan spot wifi di dekat kamar . sar . ",1
"tempatnya nyaman , enak , bersih , murah banget . ",1
"tempat nyaman , pelayanan ramah , dan harganya ekonomis . ",1
"tisu toilet tidak ada , untuk yang lainlainnya lumayan bagus . ",3
air kotor yang dari water heaternya . sudah begitu mati pas ahirahir mau dipakai . tetapi overall good sihh .,3
"nyaman , ac dingin , pelayanan oke . ",1
